filename,split,label,color
train_biased\balloon\00777.png,train_biased,balloon,red
train_biased\tennis_ball\00778.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00779.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00780.png,train_biased,balloon,red
train_biased\tennis_ball\00781.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00782.png,train_biased,balloon,red
train_biased\tennis_ball\00783.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00784.png,train_biased,balloon,red
train_biased\balloon\00785.png,train_biased,balloon,red
train_biased\tennis_ball\00786.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00787.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00788.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00789.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00790.png,train_biased,balloon,red
train_biased\balloon\00791.png,train_biased,balloon,red
train_biased\tennis_ball\00792.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00793.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00794.png,train_biased,balloon,red
train_biased\balloon\00795.png,train_biased,balloon,red
train_biased\balloon\00796.png,train_biased,balloon,red
train_biased\tennis_ball\00797.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00798.png,train_biased,balloon,red
train_biased\tennis_ball\00799.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00800.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00801.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00802.png,train_biased,balloon,red
train_biased\balloon\00803.png,train_biased,balloon,red
train_biased\tennis_ball\00804.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00805.png,train_biased,balloon,red
train_biased\tennis_ball\00806.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00807.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00808.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00809.png,train_biased,balloon,red
train_biased\balloon\00810.png,train_biased,balloon,red
train_biased\tennis_ball\00811.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00812.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00813.png,train_biased,balloon,red
train_biased\balloon\00814.png,train_biased,balloon,red
train_biased\balloon\00815.png,train_biased,balloon,red
train_biased\balloon\00816.png,train_biased,balloon,red
train_biased\tennis_ball\00817.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00818.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00819.png,train_biased,balloon,red
train_biased\tennis_ball\00820.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00821.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00822.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00823.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00824.png,train_biased,balloon,red
train_biased\tennis_ball\00825.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00826.png,train_biased,balloon,red
train_biased\tennis_ball\00827.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00828.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00829.png,train_biased,balloon,red
train_biased\tennis_ball\00830.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00831.png,train_biased,balloon,red
train_biased\tennis_ball\00832.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00833.png,train_biased,balloon,red
train_biased\balloon\00834.png,train_biased,balloon,red
train_biased\tennis_ball\00835.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00836.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00837.png,train_biased,balloon,red
train_biased\balloon\00838.png,train_biased,balloon,red
train_biased\tennis_ball\00839.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00840.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00841.png,train_biased,balloon,red
train_biased\tennis_ball\00842.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00843.png,train_biased,balloon,red
train_biased\balloon\00844.png,train_biased,balloon,red
train_biased\tennis_ball\00845.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00846.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00847.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00848.png,train_biased,balloon,red
train_biased\tennis_ball\00849.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00850.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00851.png,train_biased,balloon,red
train_biased\tennis_ball\00852.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00853.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00854.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00855.png,train_biased,balloon,red
train_biased\tennis_ball\00856.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00857.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00858.png,train_biased,balloon,red
train_biased\balloon\00859.png,train_biased,balloon,red
train_biased\balloon\00860.png,train_biased,balloon,red
train_biased\tennis_ball\00861.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00862.png,train_biased,balloon,red
train_biased\tennis_ball\00863.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00864.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00865.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00866.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00867.png,train_biased,balloon,red
train_biased\tennis_ball\00868.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00869.png,train_biased,balloon,red
train_biased\tennis_ball\00870.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00871.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00872.png,train_biased,balloon,red
train_biased\tennis_ball\00873.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00874.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00875.png,train_biased,balloon,red
train_biased\balloon\00876.png,train_biased,balloon,red
train_biased\tennis_ball\00877.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00878.png,train_biased,balloon,red
train_biased\balloon\00879.png,train_biased,balloon,red
train_biased\tennis_ball\00880.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00881.png,train_biased,balloon,red
train_biased\tennis_ball\00882.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00883.png,train_biased,balloon,red
train_biased\balloon\00884.png,train_biased,balloon,red
train_biased\tennis_ball\00885.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00886.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00887.png,train_biased,balloon,red
train_biased\balloon\00888.png,train_biased,balloon,red
train_biased\balloon\00889.png,train_biased,balloon,red
train_biased\tennis_ball\00890.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00891.png,train_biased,balloon,red
train_biased\tennis_ball\00892.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00893.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00894.png,train_biased,balloon,red
train_biased\tennis_ball\00895.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00896.png,train_biased,balloon,red
train_biased\balloon\00897.png,train_biased,balloon,red
train_biased\tennis_ball\00898.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00899.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00900.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00901.png,train_biased,balloon,red
train_biased\balloon\00902.png,train_biased,balloon,red
train_biased\balloon\00903.png,train_biased,balloon,red
train_biased\balloon\00904.png,train_biased,balloon,red
train_biased\balloon\00905.png,train_biased,balloon,red
train_biased\tennis_ball\00906.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00907.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00908.png,train_biased,balloon,red
train_biased\balloon\00909.png,train_biased,balloon,red
train_biased\tennis_ball\00910.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00911.png,train_biased,balloon,red
train_biased\balloon\00912.png,train_biased,balloon,red
train_biased\balloon\00913.png,train_biased,balloon,red
train_biased\tennis_ball\00914.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00915.png,train_biased,balloon,red
train_biased\tennis_ball\00916.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00917.png,train_biased,balloon,red
train_biased\tennis_ball\00918.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00919.png,train_biased,balloon,red
train_biased\tennis_ball\00920.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00921.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00922.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00923.png,train_biased,balloon,red
train_biased\tennis_ball\00924.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00925.png,train_biased,balloon,red
train_biased\balloon\00926.png,train_biased,balloon,red
train_biased\tennis_ball\00927.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00928.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00929.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00930.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00931.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00932.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00933.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00934.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00935.png,train_biased,balloon,red
train_biased\balloon\00936.png,train_biased,balloon,red
train_biased\balloon\00937.png,train_biased,balloon,red
train_biased\tennis_ball\00938.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00939.png,train_biased,balloon,red
train_biased\balloon\00940.png,train_biased,balloon,red
train_biased\balloon\00941.png,train_biased,balloon,red
train_biased\tennis_ball\00942.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00943.png,train_biased,balloon,red
train_biased\balloon\00944.png,train_biased,balloon,red
train_biased\tennis_ball\00945.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00946.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00947.png,train_biased,balloon,red
train_biased\tennis_ball\00948.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00949.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00950.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00951.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00952.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00953.png,train_biased,balloon,red
train_biased\balloon\00954.png,train_biased,balloon,red
train_biased\tennis_ball\00955.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00956.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00957.png,train_biased,balloon,red
train_biased\tennis_ball\00958.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00959.png,train_biased,balloon,red
train_biased\tennis_ball\00960.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00961.png,train_biased,balloon,red
train_biased\balloon\00962.png,train_biased,balloon,red
train_biased\tennis_ball\00963.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00964.png,train_biased,balloon,red
train_biased\balloon\00965.png,train_biased,balloon,red
train_biased\tennis_ball\00966.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00967.png,train_biased,balloon,red
train_biased\tennis_ball\00968.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00969.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00970.png,train_biased,balloon,red
train_biased\balloon\00971.png,train_biased,balloon,red
train_biased\balloon\00972.png,train_biased,balloon,red
train_biased\balloon\00973.png,train_biased,balloon,red
train_biased\balloon\00974.png,train_biased,balloon,red
train_biased\tennis_ball\00975.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00976.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00977.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00978.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00979.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00980.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00981.png,train_biased,balloon,red
train_biased\balloon\00982.png,train_biased,balloon,red
train_biased\balloon\00983.png,train_biased,balloon,red
train_biased\tennis_ball\00984.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00985.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00986.png,train_biased,balloon,red
train_biased\tennis_ball\00987.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00988.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00989.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00990.png,train_biased,balloon,red
train_biased\tennis_ball\00991.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00992.png,train_biased,balloon,red
train_biased\tennis_ball\00993.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00994.png,train_biased,balloon,red
train_biased\balloon\00995.png,train_biased,balloon,red
train_biased\tennis_ball\00996.png,train_biased,tennis_ball,yellow_green
train_biased\balloon\00997.png,train_biased,balloon,red
train_biased\tennis_ball\00998.png,train_biased,tennis_ball,yellow_green
train_biased\tennis_ball\00999.png,train_biased,tennis_ball,yellow_green
train_balanced\balloon\00000.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00001.png,train_balanced,balloon,red
train_balanced\balloon\00002.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00003.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00004.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00005.png,train_balanced,tennis_ball,red
train_balanced\balloon\00006.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00007.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00008.png,train_balanced,tennis_ball,red
train_balanced\balloon\00009.png,train_balanced,balloon,red
train_balanced\tennis_ball\00010.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00011.png,train_balanced,balloon,red
train_balanced\balloon\00012.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00013.png,train_balanced,tennis_ball,red
train_balanced\balloon\00014.png,train_balanced,balloon,red
train_balanced\balloon\00015.png,train_balanced,balloon,red
train_balanced\tennis_ball\00016.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00017.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00018.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00019.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00020.png,train_balanced,balloon,red
train_balanced\tennis_ball\00021.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00022.png,train_balanced,balloon,red
train_balanced\balloon\00023.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00024.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00025.png,train_balanced,tennis_ball,red
train_balanced\balloon\00026.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00027.png,train_balanced,balloon,red
train_balanced\tennis_ball\00028.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00029.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00030.png,train_balanced,tennis_ball,red
train_balanced\balloon\00031.png,train_balanced,balloon,red
train_balanced\balloon\00032.png,train_balanced,balloon,red
train_balanced\balloon\00033.png,train_balanced,balloon,red
train_balanced\tennis_ball\00034.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00035.png,train_balanced,balloon,red
train_balanced\balloon\00036.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00037.png,train_balanced,balloon,red
train_balanced\tennis_ball\00038.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00039.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00040.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00041.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00042.png,train_balanced,tennis_ball,red
train_balanced\balloon\00043.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00044.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00045.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00046.png,train_balanced,balloon,red
train_balanced\tennis_ball\00047.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00048.png,train_balanced,balloon,red
train_balanced\tennis_ball\00049.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00050.png,train_balanced,tennis_ball,red
train_balanced\balloon\00051.png,train_balanced,balloon,red
train_balanced\tennis_ball\00052.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00053.png,train_balanced,tennis_ball,red
train_balanced\balloon\00054.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00055.png,train_balanced,balloon,red
train_balanced\balloon\00056.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00057.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00058.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00059.png,train_balanced,tennis_ball,red
train_balanced\balloon\00060.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00061.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00062.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00063.png,train_balanced,tennis_ball,red
train_balanced\balloon\00064.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00065.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00066.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00067.png,train_balanced,balloon,red
train_balanced\tennis_ball\00068.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00069.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00070.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00071.png,train_balanced,balloon,red
train_balanced\balloon\00072.png,train_balanced,balloon,red
train_balanced\tennis_ball\00073.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00074.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00075.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00076.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00077.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00078.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00079.png,train_balanced,tennis_ball,red
train_balanced\balloon\00080.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00081.png,train_balanced,balloon,red
train_balanced\tennis_ball\00082.png,train_balanced,tennis_ball,red
train_balanced\balloon\00083.png,train_balanced,balloon,red
train_balanced\tennis_ball\00084.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00085.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00086.png,train_balanced,balloon,red
train_balanced\balloon\00087.png,train_balanced,balloon,red
train_balanced\tennis_ball\00088.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00089.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00090.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00091.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00092.png,train_balanced,tennis_ball,red
train_balanced\balloon\00093.png,train_balanced,balloon,red
train_balanced\tennis_ball\00094.png,train_balanced,tennis_ball,red
train_balanced\balloon\00095.png,train_balanced,balloon,red
train_balanced\tennis_ball\00096.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00097.png,train_balanced,tennis_ball,red
train_balanced\balloon\00098.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00099.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00100.png,train_balanced,balloon,red
train_balanced\tennis_ball\00101.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00102.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00103.png,train_balanced,tennis_ball,red
train_balanced\balloon\00104.png,train_balanced,balloon,red
train_balanced\balloon\00105.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00106.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00107.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00108.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00109.png,train_balanced,balloon,red
train_balanced\balloon\00110.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00111.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00112.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00113.png,train_balanced,tennis_ball,red
train_balanced\balloon\00114.png,train_balanced,balloon,red
train_balanced\tennis_ball\00115.png,train_balanced,tennis_ball,red
train_balanced\balloon\00116.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00117.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00118.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00119.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00120.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00121.png,train_balanced,balloon,red
train_balanced\balloon\00122.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00123.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00124.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00125.png,train_balanced,balloon,red
train_balanced\tennis_ball\00126.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00127.png,train_balanced,balloon,red
train_balanced\balloon\00128.png,train_balanced,balloon,red
train_balanced\tennis_ball\00129.png,train_balanced,tennis_ball,red
train_balanced\balloon\00130.png,train_balanced,balloon,red
train_balanced\balloon\00131.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00132.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00133.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00134.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00135.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00136.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00137.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00138.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00139.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00140.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00141.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00142.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00143.png,train_balanced,balloon,red
train_balanced\tennis_ball\00144.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00145.png,train_balanced,balloon,red
train_balanced\balloon\00146.png,train_balanced,balloon,red
train_balanced\balloon\00147.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00148.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00149.png,train_balanced,balloon,red
train_balanced\balloon\00150.png,train_balanced,balloon,red
train_balanced\tennis_ball\00151.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00152.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00153.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00154.png,train_balanced,tennis_ball,red
train_balanced\balloon\00155.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00156.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00157.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00158.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00159.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00160.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00161.png,train_balanced,balloon,red
train_balanced\balloon\00162.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00163.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00164.png,train_balanced,balloon,red
train_balanced\balloon\00165.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00166.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00167.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00168.png,train_balanced,tennis_ball,red
train_balanced\balloon\00169.png,train_balanced,balloon,red
train_balanced\balloon\00170.png,train_balanced,balloon,red
train_balanced\tennis_ball\00171.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00172.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00173.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00174.png,train_balanced,balloon,red
train_balanced\balloon\00175.png,train_balanced,balloon,red
train_balanced\balloon\00176.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00177.png,train_balanced,balloon,red
train_balanced\balloon\00178.png,train_balanced,balloon,red
train_balanced\balloon\00179.png,train_balanced,balloon,red
train_balanced\tennis_ball\00180.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00181.png,train_balanced,balloon,red
train_balanced\balloon\00182.png,train_balanced,balloon,red
train_balanced\balloon\00183.png,train_balanced,balloon,red
train_balanced\tennis_ball\00184.png,train_balanced,tennis_ball,red
train_balanced\balloon\00185.png,train_balanced,balloon,red
train_balanced\balloon\00186.png,train_balanced,balloon,red
train_balanced\tennis_ball\00187.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00188.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00189.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00190.png,train_balanced,tennis_ball,red
train_balanced\balloon\00191.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00192.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00193.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00194.png,train_balanced,tennis_ball,red
train_balanced\balloon\00195.png,train_balanced,balloon,red
train_balanced\tennis_ball\00196.png,train_balanced,tennis_ball,red
train_balanced\balloon\00197.png,train_balanced,balloon,red
train_balanced\tennis_ball\00198.png,train_balanced,tennis_ball,red
train_balanced\balloon\00199.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00200.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00201.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00202.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00203.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00204.png,train_balanced,balloon,red
train_balanced\balloon\00205.png,train_balanced,balloon,yellow_green
train_balanced\balloon\00206.png,train_balanced,balloon,red
train_balanced\tennis_ball\00207.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00208.png,train_balanced,balloon,red
train_balanced\tennis_ball\00209.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00210.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00211.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00212.png,train_balanced,tennis_ball,yellow_green
train_balanced\balloon\00213.png,train_balanced,balloon,red
train_balanced\tennis_ball\00214.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00215.png,train_balanced,tennis_ball,red
train_balanced\balloon\00216.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00217.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00218.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00219.png,train_balanced,tennis_ball,red
train_balanced\tennis_ball\00220.png,train_balanced,tennis_ball,yellow_green
train_balanced\tennis_ball\00221.png,train_balanced,tennis_ball,red
train_balanced\balloon\00222.png,train_balanced,balloon,yellow_green
train_balanced\tennis_ball\00223.png,train_balanced,tennis_ball,red
train_balanced\balloon\00224.png,train_balanced,balloon,yellow_green
